code	name
GN11550898	モスリーヒル
GN11611221	氷見
GN11611224	滝沢
GN11611474	東温
GN11611475	野洲
GN11611476	八女
GN11611477	大和郡山
GN11611478	大和
GN11611479	山梨
GN11611481	土佐清水
GN11611483	多久
GN11611486	高砂
GN11611487	立川
GN11611608	西都
GN11611609	相模原
GN11611610	小郡
GN11611611	小城
GN11611613	長久手
GN11611614	宗像
GN11611615	三豊
GN11611617	国立
GN11611619	八丈町
GN11611620	大島町
GN11611622	木津川
GN11611624	交野
GN11611625	日向
GN11611626	坂井
GN11611627	東広島
GN11611628	東久留米
GN11611629	羽村
GN11611632	府中
GN11611638	筑後
GN11611642	綾瀬
GN11611643	有田
GN11611646	姶良
GN11611659	あま
GN11611930	小平
GN11611932	南陽
GN11611935	加東
GN11611936	美祢
GN11611937	飛騨
GN11611938	清瀬
GN11611939	城陽
GN11611940	弥富
GN11611941	登米
GN11611942	鎌ケ谷
GN11611943	えびの
GN11611944	伊佐
GN11611946	備前
GN11611950	江田島
GN11612326	たつの
GN11612327	壱岐
GN11612328	土佐
GN11612329	都留
GN11612330	南国
GN11612331	安芸高田
GN11612333	阿波
GN11612336	甲斐
GN11612337	さくら
GN11612338	淡路
GN11612339	蕨
GN11612340	みよし
GN11612341	糸島
GN11612342	由布
GN11612343	あきる野
GN11612345	四国中央
GN11612347	習志野
GN11612454	南房総
GN11612455	大網白里
GN11612456	袖ケ浦
GN11612457	越前
GN11612459	みやま
GN11612460	宮若
GN11612472	白河
GN11612473	瑞穂
GN11612476	士別
GN11612478	加西
GN11612479	南あわじ
GN11612481	宍粟
GN11612482	丹波
GN11612537	東海
GN11612539	東かがわ
GN11612540	南九州
GN11612541	南さつま
GN11612542	曽於
GN11612553	合志
GN11612554	宇城
GN11612555	京田辺
GN11612557	京丹後
GN11612558	南丹
GN11612559	五島
GN11612560	南島原
GN11612561	西海
GN11612562	雲仙
GN11612564	赤磐
GN11612565	真庭
GN11612566	瀬戸内
GN11612571	湖南
GN11612574	美馬
GN11612576	吉野川
GN11612578	稲城
GN11612579	小金井
GN11612580	狛江
GN11612582	山陽小野田
GN11612583	周南
GN11612585	中央区
GN11612588	笛吹
GN11612589	甲州
GN11612633	雲南
GN11612682	国東
GN11612692	いちき串木野
GN11612694	浅口
GN11612700	福津
GN11612701	朝倉
GN11612707	仙北
GN11669854	スタンフォード・ヒル
GN11695435	カラムンダ
GN11747175	ネアポリ
GN11749713	千代田区
GN11776771	ニセコ
GN11776849	矢部
GN11776897	東海
GN11776907	野木
GN11776913	横瀬
GN11776961	山吹
GN11776964	上片桐
GN11777002	田野口
GN11777018	春田
GN11777028	栄
GN11777075	阿久比
GN11777085	上野間
GN11777232	小路
GN11777242	海老江
GN11777258	水無瀬
GN11777259	下山
GN11777262	王寺
GN11777267	和佐
GN11777281	中飯降
GN11777305	甘地
GN11777400	塩入
GN11777417	内子
GN11777452	引治
GN11778484	隴南市
GN11790342	世田谷
GN11790353	新宿
GN11790365	根津
GN11790367	秋葉原
GN11790369	台東
GN11790374	目黒
GN11790488	みなみ野
GN11790632	文京
GN11807473	林間
GN11807499	永田
GN11807988	小路東
GN11808021	渋谷
GN11809254	宮代
GN11809256	西所沢
GN11809770	志免
GN11836117	杉並
GN11837478	天王台
GN11837657	市川
GN11837950	阿賀野
GN11863036	シンフィン
GN11995100	巴中
GN12022722	サン・シーロ
GN12048301	カノンベリー
GN12048327	トッテナム・ヘール
GN1214026	サバン
GN1214520	メダン
GN1215502	バンダ・アチェ
GN1252738	イェオラ
GN1252822	ヤッジール
GN1252919	ワールッド
GN1252925	ワロラ
GN1252942	ワルダー
GN1252948	ワランガル
GN1253084	ヴィジャヤナガラム
GN1253102	ヴィシャーカパトナム
GN1253169	ビリアンアー
GN1253184	ヴィジャヤワーダ
GN1253200	ヴィディシャー
GN1253257	ヴェングーラ
GN1253286	ヴェールール
GN1253405	ワーラーナシー
GN1253573	ヴァドダラ
GN1253579	ヴァディパッティ
GN1253807	ウムレッド
GN1253870	ウマルガ
GN1253894	ウールハースナガル
GN1253904	ウクルル
GN1253914	ウッジャイン
GN1253952	ウドゥピ
GN1253979	ウダラ
GN1253986	ウダイプル
GN1253993	ウダカマンダラム
GN1254025	トゥルヴェケア
GN1254080	トゥムサール
GN1254163	ティルヴァナンタプラム
GN1254241	トーンク
GN1254282	トダ・ライシン
GN1254283	トダビム
GN1254327	ティルヴァンナーマライ
GN1254331	ティルヴァッルール
GN1254361	ティルネルヴェーリ
GN1254385	ティルチェンゴッデ
GN1254388	ティルチラーパッリ
GN1254589	ティルヴァールール
GN1254609	テンゾール
GN1254649	タンジャーヴール
GN1254732	テオンサール
GN1254780	タラセリー
GN1254808	ニューテヘリー
GN1255212	タカットプール
GN1255301	ススネー
GN1255364	スーラト
GN1255437	サンダーガー
GN1255482	スリア
GN1255634	シュリーナガル
GN1255647	スリカクラム
GN1255763	ソネプール
GN1255860	ソジャット
GN1255953	シヴァガンガイ
GN1256067	シローヒー
GN1256119	シナール
GN1256237	シムラ
GN1256245	シムガ
GN1256259	スィルヴァーサー
GN1256269	シロッド
GN1256363	シドラガッタ
GN1256436	ソーラープル
GN1256475	シルプール
GN1256523	シロン
GN1256593	シェオプール
GN1256814	セダム
GN1256828	セオンダ
GN1256854	センドゥワ
GN1256913	セホーレ
GN1256922	シカンダラーバード
GN1256949	サワーイー・マードープル
GN1257196	サーダナ
GN1257307	サオナー
GN1257436	サンガムナー
GN1257542	サンバルプル
GN1257599	サロン
GN1257629	セーラム
GN1257682	サクリ
GN1257804	サハルサー
GN1257908	サブルーム
GN1257928	サバルガー
GN1258044	ルールキー
GN1258078	ロール
GN1258167	リーアシ
GN1258182	リーワー
GN1258526	ラーンチー
GN1258698	ラーメーシュワラム
GN1258740	ラーマナータプラム
GN1258815	アリラジプール
GN1258847	ラージコット
GN1258980	ラーイプル
GN1259005	ライガル
GN1259064	ラエバレリ
GN1259091	コッラム
GN1259148	プシュカル
GN1259166	プールニヤー
GN1259184	プーリ
GN1259229	プネー
GN1259297	プドゥコーッタイ
GN1259385	ポートブレア
GN1259425	ポンディシェリ
GN1259429	ポンダ
GN1259592	ピピリ
GN1259784	フェック
GN1259813	ファローディ
GN1259869	パーネム
GN1259896	ペランバルール
GN1259939	ペオワ
GN1260009	パワイ
GN1260016	ポーリー
GN1260040	パットゥッコーッタイ
GN1260086	パトナ
GN1260137	パサンコトゥ
GN1260156	パタウディ
GN1260274	パロラ
GN1260607	パナジ
GN1260637	パルワル
GN1260728	パラカッド
GN1260833	パイタン
GN1260909	パドロウナ
GN1260916	パッドマプール
GN1260962	パチマリ
GN1261008	オッタパラム
GN1261012	ウスマーナーバード
GN1261033	オールチャー
GN1261045	オンゴーレ
GN1261068	オジャー
GN1261205	ノングストイン
GN1261234	ノアー
GN1261396	ニランガ
GN1261402	ニラギリ
GN1261481	ニューデリー
GN1261529	ネルール
GN1261613	ナワルガー
GN1261731	ナーシク
GN1261772	ナーナウル
GN1261800	ナーガンド
GN1261828	ナラインガー
GN1261931	ナンドゥァバール
GN1261977	ナーンデード
GN1262111	ナジャフガル
GN1262115	ナインワ
GN1262180	ナーグプル
GN1262253	ナガール
GN1262260	ナーガパッティナム
GN1262321	マイソール
GN1262330	ムザッファルプル
GN1262332	ムザッファルナガル
GN1262374	マスーリー
GN1262463	ムンナール
GN1262510	ムンドゴッド
GN1262534	ムルタイ
GN1262648	ムドゥクラス―ル
GN1262663	ムドール
GN1262664	ムドガル
GN1262771	モレナ
GN1263051	ミラック
GN1263087	マースラ
GN1263195	ミーカー
GN1263214	メーラト
GN1263230	メダック
GN1263275	マワナ
GN1263303	モウダハ
GN1263364	マトゥラー
GN1263691	マンジャンプール
GN1263780	マンガロール
GN1263814	マンディヤ
GN1263834	マンドサウル
GN1264154	マッラプラム
GN1264292	マインプリ
GN1264323	マーワ
GN1264351	マーロニ
GN1264385	マヘーシュワル
GN1264521	マドゥライ
GN1264527	チェンナイ
GN1264553	マドギリ
GN1264728	ルディアーナ
GN1264733	ラクナウ
GN1264794	ロナール
GN1264976	レー
GN1265014	ラートゥール
GN1265157	ラリットプール
GN1265491	カルヌール
GN1265591	クニガル
GN1265607	クンドゥゴル
GN1265632	クンダ
GN1265709	クール
GN1265734	クルガム・テーシル
GN1265830	ライラングプル
GN1265863	クリシュナギリ
GN1265873	カリカット
GN1265911	コッタヤム
GN1266049	コーター
GN1266051	コタ
GN1266126	コラタゲア
GN1266128	コラプート
GN1266154	コッパル
GN1266162	コパーガオン
GN1266258	コラシブ
GN1266330	コクラジハル
GN1266366	コヒマ
GN1266387	コドゥムディ
GN1266414	コダーマ
GN1266518	キンワット
GN1266616	コーダ
GN1266960	カラ―ル
GN1266975	カラグプル
GN1267016	カンナ
GN1267154	カジュラーホー
GN1267336	ケクリ
GN1267390	カバラティ
GN1267517	カトゴラ
GN1267579	カシプール
GN1267588	カスガンジ
GN1267605	カソーリ
GN1267635	カーウォー
GN1267648	カルール
GN1267911	カプールタラー
GN1267995	カーンプル
GN1268011	カナウジ
GN1268159	カーンチプラム
GN1268189	カナカプラ
GN1268215	カーンピル
GN1268593	カイサル
GN1268601	カイラナ
GN1268610	アズマリック
GN1268616	カイムガンジ
GN1268782	ジャランダル
GN1268810	ジョワイ
GN1268865	ジョドプル
GN1268875	ジョバット
GN1269042	ジャジアール
GN1269057	ジェバージ
GN1269135	ジャウンプル
GN1269217	ジャオラ
GN1269300	ジャムシェドプル
GN1269317	ジャームナガル
GN1269321	ジャンムー
GN1269507	ジャイサルメール
GN1269515	ジャイプル
GN1269633	ジャバルプル
GN1269655	イタナガル
GN1269743	インドール
GN1269771	インパール
GN1269843	ハイデラバード
GN1269936	ホスコテ
GN1269939	フーシャンガーバード
GN1269943	ホサドゥーガ
GN1269946	ホサナガラ
GN1269990	カリムポング
GN1270072	ヒンゴーリー
GN1270239	ハッサン
GN1270351	ハリドワール
GN1270396	ハウラー
GN1270448	ハンピ
GN1270482	ハリヤル
GN1270498	ハルドワニ
GN1270642	グルグラム
GN1270647	グルダースプル
GN1270668	グントゥール
GN1270711	ガナ
GN1270752	グルバルガ
GN1270824	グッビ
GN1270927	ゴーラクプル
GN1271083	ゴハッド
GN1271107	ゴッドラ
GN1271113	ゴッダ
GN1271199	シェンジ
GN1271259	ゴーシ
GN1271308	ガーズィヤーバード
GN1271361	ガーゴダ
GN1271476	グワハティ
GN1271582	ガラウサ
GN1271631	ガントク
GN1271715	ガンジナガル
GN1271834	ガディングラジ
GN1271951	ファリダバード
GN1272013	イーロードゥ
GN1272025	エランド―ル
GN1272051	エールール
GN1272175	ドゥルガプル
GN1272181	ドゥルグ
GN1272237	ダンカ
GN1272396	ドンガルガー
GN1272502	ディーウ
GN1272508	ディスプル
GN1272543	ティンドゥッカル
GN1272606	デグロー
GN1272646	ビコリム
GN1272768	ディング
GN1272832	ダラムシャーラー
GN1272847	ダルマプリ
GN1272979	ダンバード
GN1273066	デーワース
GN1273123	デーヴァナハッリ
GN1273128	デヴァコッタイ
GN1273265	デオバンド
GN1273294	デリー
GN1273313	デヘラードゥーン
GN1273491	ダルバンガー
GN1273618	ダマン
GN1273626	ダルトンガンジ
GN1273637	ダルモウ
GN1273780	カタック
GN1273802	カダルール
GN1273865	コーヤンブットゥール
GN1273874	コーチ
GN1273992	チョップダ
GN1274005	ショーリャヴァンダーン
GN1274040	チットールガル
GN1274099	チールガオン
GN1274256	チダムバラム
GN1274337	チャタルプル
GN1274383	チェイユール
GN1274406	チェラプンジ
GN1274532	チャクス
GN1274533	チャットラプール
GN1274641	チャナパットナ
GN1274642	チャンナギリ
GN1274693	チャンドラプル
GN1274746	チャンディーガル
GN1274755	チャンデーリー
GN1274770	チャンドォウリ
GN1274784	シャンデルナゴル
GN1274862	チャラケア
GN1274987	カンヌール
GN1275004	コルカタ
GN1275120	ブランドシャール
GN1275334	ボムディラ
GN1275339	ムンバイ
GN1275389	ブッダガヤ
GN1275406	ボッビリ
GN1275481	ビサルプール
GN1275601	ビローリ
GN1275701	ビジャープル
GN1275738	ビーダル
GN1275804	ブーム
GN1275812	ブジュ
GN1275817	ブバネーシュワル
GN1275841	ボパール
GN1275865	ボカール
GN1275901	ビワンディー
GN1275921	ビンガ
GN1275971	ビラーイー
GN1276032	バーヴナガル
GN1276103	バーサナ
GN1276128	バーラトプル
GN1276265	バインスデヒ
GN1276325	バッドラック
GN1276393	ベッティアー
GN1276437	ベリ
GN1276449	ベラシア
GN1276495	ベルサンド
GN1276533	ベルガウム
GN1276609	ベグサライ
GN1276783	バサヴァカリヤーン
GN1276856	バーシ
GN1276867	バーペタ
GN1276988	バーガー
GN1277005	バライリー
GN1277013	バレーリー
GN1277333	バンガロール
GN1277599	バーレーシュワル
GN1277776	バイハール
GN1277835	バハドゥガー
GN1277841	バー
GN1277897	バッグドグラ
GN1277936	バガルコート
GN1278023	ヴァダカラ
GN1278083	アーザムガル
GN1278094	アヨーディヤー
GN1278139	アウサ
GN1278149	アウランガーバード
GN1278152	アウライヤ
GN1278173	アットォー
GN1278314	アサンソル
GN1278354	アーシケア
GN1278667	アナントナッグ
GN1278685	アナンド
GN1278710	アムリトサル
GN1278758	アムロ―
GN1278808	アメット
GN1278946	アルワル
GN1278964	アロット
GN1278974	アルモーラー
GN1278994	アラハバード
GN1279027	アリバグ
GN1279068	アランド
GN1279094	アコット
GN1279159	アジュメール
GN1279186	アイザウル
GN1279233	アフマダーバード
GN1279259	アーグラ
GN1279290	アガルタラ
GN1279390	アチャルプル
GN1279715	サムドゥプツェ区
GN1279945	酒泉市
GN1280517	ナクチュ地区
GN1280737	ラサ
GN1280849	カシュガル
GN1280957	嘉峪関市
GN1281019	ホータン市
GN1281673	保山市
GN13118912	嵐山
GN13132767	鷹栖町
GN13132768	東川町
GN13132769	東神楽町
GN13132797	稲美町
GN13132798	丹波篠山市
GN13132799	丹波市
GN13132800	八千代町
GN13156691	宝達志水町
GN13156692	矢巾町
GN13156697	京丹波町
GN13156698	朝日町
GN13156699	東員町
GN13156705	南箕輪村
GN13156706	奈義町
GN13156707	里庄町
GN13156709	鳩山町
GN13156710	甲良町
GN13156711	豊郷町
GN13156712	竜王町
GN13156713	市貝町
GN13156715	松茂町
GN13156738	昭和町
GN13156739	南アルプス市
GN13192008	秋津
GN13353695	中央区
GN13353696	港区
GN13535606	ンガナム
GN13562438	ホアンマイ
GN13580315	古い町
GN1462733	アダムプール
GN1465594	マダバラム
GN1529102	ウルムチ
GN1529114	トルファン市
GN1529376	コルラ
GN1529401	カラマイ市
GN1529484	クムル市
GN1529531	敦煌市
GN1529660	アクス
GN1560038	庆永安
GN1562414	ブンタウ
GN1562538	ヴィ・タン
GN1562693	ビンロン
GN1562798	ヴィン
GN1562820	ベトトリ
GN1563281	トゥイホア
GN1563287	トゥイエンクアン
GN1563683	ホンリン
GN1563926	タンフォトラビン
GN1565022	トゥーザウモット
GN1566083	ホーチミン市
GN1566166	タインホア市
GN1566319	タイグエン
GN1566559	タイニン
GN1567069	タンアン
GN1567148	タムキー
GN1567681	ソンラ
GN1567788	ソックチャン
GN1568510	ラックザー
GN1568574	クイニョン
GN1568770	クアンガイ
GN1569684	プレイク
GN1570449	フーリー
GN1571058	ファンティエット
GN1571067	ファンラン＝タップチャム
GN1571968	ニンビン
GN1572151	ニャチャン
GN1573517	ナムディン
GN1574023	ミーソー
GN1575627	ロングズエン
GN1576303	ラオカイ
GN1576633	ラングソン
GN1577995	ラジー
GN1580142	フンイェン
GN1580240	フエ
GN1580410	ハロン市
GN1580541	ホイアン
GN1581047	ハティン
GN1581052	ハティエン
GN1581130	ハノイ
GN1581298	ハイフォン
GN1581349	ハザン市
GN1581834	ザーニャー
GN1582436	ゾンホアイ
GN1582926	ドンハー
GN1583477	ディエンビエンフー
GN1583992	ダナン
GN1584071	ダラット
GN1586151	カオラン
GN1586185	カオバン
GN1586203	カントー
GN1586360	カムファ
GN1586443	カマウ
GN1586896	ブオンマトゥオット
GN1587923	ビエンホア
GN1587976	ベントレ
GN1591449	バクニン
GN1591527	バクザン
GN1604769	ヤソトン
GN1604870	ヤラー
GN1605215	ウッタラディット
GN1605221	ウタイタニー
GN1605239	テーサバーンナコーン・ウドーンターニー
GN1605245	テーサバーンナコーン・ウボンラーチャターニー
GN1605279	トラート
GN1606030	スリン
GN1606033	スパンブリー
GN1606147	ソンクラー
GN1606239	シサケット
GN1606270	シンブリ
GN1606376	サトゥン
GN1606418	サラブリ
GN1606586	サムットソンクラム
GN1606588	サムットサーコン
GN1606590	サムットプラーカーン
GN1606790	サコンナコン
GN1606807	サケオ
GN1607001	ロイエット
GN1607017	ラヨン
GN1607280	プラチンブリ
GN1607508	プラプラデーン郡
GN1607532	テーサバーンナコーン・プラナコーンシーアユッタヤー
GN1607552	プレー
GN1607708	ピッサヌロック
GN1607725	ピチット
GN1607737	ペッチャブン
GN1607779	パッタルン
GN1607978	パッターニー
GN1607983	パトゥムターニー
GN1608133	ムアンノンタブリー
GN1608232	ノーンカーイ
GN1608269	ノーンブアラムプー
GN1608409	ナラティワート
GN1608452	ナーン
GN1608527	ナコーンサワン
GN1608529	ナコーンラーチャシーマー
GN1608531	ナコンファノム
GN1608534	ナコーンパトム
GN1608539	ナコーンナーヨック
GN1608597	ムクダハン
GN1608900	マハーサラカム
GN1609032	ロッブリー
GN1609071	ルーイ
GN1609350	バンコク
GN1609776	コンケン
GN1610469	カラシン
GN1610780	ハートヤイ郡
GN1611110	チョンブリ
GN1611269	チャンタブリ
GN1611407	チャイヤプーム
GN1611416	チャイナート
GN1611439	チャチョーンサオ県
GN1611453	ブリラム
GN1611475	ブェンカン
GN1614295	パッタヤー
GN1621020	アランヤプラテート郡
GN1621035	アングトーン
GN1621060	アムナートチャルーン
GN1621177	ジョグジャカルタ市
GN1622786	マカッサル
GN1622846	ウブド
GN1624041	テルナテ島
GN1624863	タンジュン・ピナン
GN1624917	バンダールランプン
GN1625084	タンゲラン
GN1625812	スラカルタ
GN1625822	スラバヤ
GN1626703	ソウ
GN1626932	シガラジャ
GN1627896	スマラン
GN1629001	サマリンダ
GN1630789	ポンティアナック
GN1631761	プカンバル
GN1633070	パレンバン
GN1633419	パダン
GN1635882	マタラム
GN1636308	マノクワリ
GN1636544	マナド
GN1636722	マラン
GN1639002	クタ
GN1640344	ケンダリ
GN1642911	ジャカルタ
GN1645524	デポック
GN1645528	デンパサール
GN1646170	チルボン
GN1647866	ブキティンギ
GN1648473	ボゴール
GN1648637	ビツン
GN1649378	ブカシ
GN1650357	バンドン
GN1650527	バリクパパン
GN1651531	アンボン
GN1665196	斗六市
GN1665221	永康区
GN1665491	鶯歌区
GN1665813	烏来区
GN1665892	霧峰区
GN1668341	台北
GN1668347	太保市
GN1668353	新営区
GN1668355	台南
GN1668399	台中
GN1668875	樹林区
GN1669226	石碇区
GN1669341	石門区
GN1670106	三峽区
GN1670157	三芝区
GN1670310	埔里鎮
GN1670516	坪林区
GN1670909	八徳区
GN1671467	内湖区
GN1671566	南投市
GN1672228	馬公
GN1673816	鳳山区
GN1673820	高雄市
GN1674199	宜蘭市
GN1674504	花蓮市
GN1675151	新竹市
GN1675393	汐止区
GN1676242	恒春鎮
GN1677112	竹北市
GN1678008	晋城
GN1678228	基隆市
GN1679432	サンボアンガ
GN1679980	ビガン
GN1680932	トゥグエガラオ
GN1683013	タンザ
GN1683877	タリサイ
GN1683881	タリサイ
GN1684269	タグム
GN1684553	タガイタイ
GN1684712	タクロバン
GN1685117	タバコ市
GN1685218	スリガオ
GN1685302	スミラオ
GN1688830	サン・パブロ
GN1689954	サン・フランシスコ・デル・モンテ
GN1690033	サンフェルナンド
GN1690039	サンフェルナンド
GN1692685	プエルト・プリンセサ
GN1695804	パナボ
GN1696165	パラヤン
GN1696710	パガディアン
GN1697006	オロキエタ
GN1697018	オルモック
GN1698829	ナガ
GN1701668	マニラ
GN1701966	マンダルヨン
GN1707267	ラプ＝ラプ市
GN1707404	ラオアグ
GN1708226	ラ・カルロータ
GN1708522	コロナダル
GN1710141	ホロ
GN1711084	イリガン
GN1711437	イバ
GN1713022	ジェネラル・サントス
GN1713917	エルニド
GN1714201	ドゥマゲテ
GN1714674	ディポログ
GN1715348	ダバオ
GN1715430	ダスマリニャス
GN1715542	ダピタン
GN1716526	クリオン
GN1716771	コタバト
GN1717512	セブ市
GN1717641	カヴィテ
GN1720151	カローカン
GN1720561	カラパン
GN1720681	カランバ
GN1721080	カガヤン・デ・オロ
GN1722032	カバッドバラン
GN1722186	ブトゥアン
GN1724088	ボンガオ
GN1725804	バヤワン
GN1726449	バスコ
GN1727663	バンバン
GN1728772	バイス
GN1728930	バギオ
GN1729085	バゴ
GN1732050	アグラヤン
GN1732676	クアラ・クブ・バル
GN1732752	ジョホールバル
GN1732892	ベスタリ・ジャヤ
GN1732903	シャー・アラム
GN1732905	クラン
GN1733432	コタキナバル
GN1733449	キナルト
GN1733502	ラナウ
GN1733635	クナック
GN1733697	センポルナ
GN1733782	ラブアン
GN1733953	ラハダトゥ
GN1734052	サンダカン
GN1734098	ケニンガウ
GN1734199	タワウ
GN1734577	カムンティン
GN1734586	タイピン
GN1734599	クアラカンサル
GN1734634	イポー
GN1734705	クアラトレンガヌ
GN1734759	マラッカ
GN1734797	バンギ
GN1734798	セメンイー
GN1734810	スレンバン
GN1735076	バターワース
GN1735079	ブキット・メルタジャム
GN1735086	ニボン・テバル
GN1735106	ジョージタウン
GN1735158	プタリン・ジャヤ
GN1735161	クアラルンプール
GN1735168	アンパン・ジャヤ
GN1735227	クアンタン
GN1735459	テロックインタン
GN1735634	クチン
GN1735902	シブ
GN1736278	カンガル
GN1736302	ジットラ
GN1736309	アロースター
GN1736376	コタバル
GN1736660	コタ・ブルッ
GN1736902	ベトン
GN1738050	ミリ
GN1759564	クアラ・ケチル
GN1767492	レンゴン渓谷
GN1780890	バトゥ・ブレンダム
GN1783621	遵義市
GN1783633	鄒城市
GN1783745	自貢市
GN1783763	株洲市
GN1784130	周口市
GN1784185	玉渓市
GN1784285	中衛
GN1784642	鎮江
GN1784658	鄭州市
GN1784841	昭通市
GN1784853	肇慶市
GN1784990	湛江
GN1785018	ショウ州市
GN1785036	張掖市
GN1785286	シ博市
GN1785294	安陽市
GN1785453	棗荘市
GN1785623	崑山
GN1785710	景洪
GN1785725	雲浮市
GN1785738	運城市
GN1785777	楡林
GN1785781	玉林市
GN1786112	河源市
GN1786577	鷹潭市
GN1786657	銀川市
GN1786764	宜昌市
GN1786770	宜賓市
GN1787093	煙台市
GN1787227	揚州
GN1787351	陽泉市
GN1787746	塩城市
GN1787824	徐州市
GN1787858	上饒市
GN1788534	信陽市
GN1788852	西寧市
GN1788927	ケイ台市
GN1790254	孝感市
GN1790353	咸陽市
GN1790437	珠海
GN1790471	湘郷市
GN1790492	湘潭市
GN1790587	襄陽市
GN1790630	西安市
GN1790645	廈門市
GN1790840	梧州市
GN1790923	無錫市
GN1791121	常徳
GN1791236	蕪湖市
GN1791247	武漢市
GN1791249	烏海市
GN1791388	温州市
GN1791544	文昌市
GN1791636	渭南市
GN1791673	威海市
GN1791681	イ坊市
GN1791779	万寧
GN1792947	天津市
GN1793346	唐山
GN1793511	太原
GN1793700	台山市
GN1793879	随州市
GN1793900	遂寧市
GN1795196	銅川市
GN1795270	石家荘
GN1795565	深セン市
GN1795855	紹興市
GN1795874	韶関市
GN1795928	汕尾市
GN1795940	汕頭
GN1796236	上海
GN1796556	三亜市
GN1796663	三明市
GN1796669	三門峡市
GN1797121	掲陽市
GN1797264	衢州市
GN1797318	曲靖市
GN1797333	曲阜市
GN1797353	泉州市
GN1797551	欽州市
GN1797595	秦皇島市
GN1797658	晋江市
GN1797873	淮安市
GN1797929	青島市
GN1797945	清遠市
GN1798449	ホ田
GN1798524	浦東新区
GN1798636	平遥県
GN1798654	萍郷
GN1798760	平涼市
GN1798827	平頂山市
GN1799397	寧波市
GN1799491	内江市
GN1799629	南陽市
GN1799722	南通市
GN1799846	南平市
GN1799869	南寧市
GN1799962	南京市
GN1800146	南充市
GN1800163	南昌市
GN1800627	綿陽市
GN1800779	梅州市
GN1800818	眉山市
GN1801180	茂名市
GN1801582	麻城市
GN1801640	瀘州市
GN1801722	旅順
GN1801792	洛陽市
GN1801934	ラク河市
GN1802238	婁底市
GN1802276	竜岩
GN1802656	竜崗区
GN1802940	普寧市
